period,partner,United Kingdom,France,Belgium,China,Czechia,Chile,Georgia,Azerbaijan,Germany,Greece,Bulgaria,Hungary,Ireland,Italy,Argentina,Austria,Canada,Croatia,Lithuania,Estonia,Latvia,Luxembourg,Malta,Netherlands,New Zealand,Poland,Portugal,Rep. of Moldova,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Denmark,Finland,Morocco,Norway,Turkey,USA
201607,Hungary,8332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201607,Ireland,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201607,Italy,1937.0,52589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6119.0,,,,,
201607,Lithuania,1774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201607,Poland,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201607,World,13774.0,89735.0,,,,,,,,,,,2681.0,2734.0,,10283.0,,,,,,,,,,,,,,,,,60905.0,,80709.0,,,,,80826.0
201608,France,1161.0,,6223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9733.0,,,,,
201608,Hungary,6820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201608,Ireland,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201608,Italy,348.0,33266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201608,Netherlands,7995.0,,,,,,,,,,,2357.0,,,,,,,,,,,,,,,,,,,,,,2008.0,54196.0,,,,,
201608,Poland,488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201608,World,17788.0,206985.0,17707.0,,,,,,,,,2764.0,,52156.0,,4092.0,42394.0,,,,,,,,,31762.0,,,3050.0,,,,,19726.0,67998.0,2646.0,,,,
201609,France,121.0,,18608.0,,,,,,,,,,,109011.0,,,,,,,,,,,,,,,,,,,,,2395.0,,,,,
201609,Ireland,1133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Italy,228270.0,9441.0,15532.0,,,,,,,,,,,,,5221.0,2502.0,,,,,,,,,,,,,,,,,,,,,6948.0,,
201609,Lithuania,1076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Poland,28.0,,,,,,,,,,,,,69840.0,,,,,,,,,,,,,,,13812.0,,,,,,,,,,,
201609,World,230628.0,183408.0,152010.0,,16828.0,,,,,,,1923.0,3499.0,493746.0,18249.0,11246.0,82147.0,,,,2020.0,,,,,,,,14754.0,,,,,20864.0,46301.0,7931.0,,6948.0,,
201610,Hungary,2749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,Ireland,516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,Italy,77012.0,187244.0,52225.0,,,,,,,,,,,,,,,,144760.0,,,,2811.0,109207.0,,,111476.0,,,,,,5742.0,75295.0,,,,345569.0,,
201610,Lithuania,2496.0,,,,,,,,,,,,,,,,,,,,62398.0,,,,,,,,,,,,,7609.0,,,,,,
201610,Poland,733.0,,,,,,,,,,,,,1493788.0,,,,,,,,,,,,,,,56155.0,,,,,,,,,,,
201610,World,83506.0,501962.0,75581.0,,7512.0,,,,,,,,5108.0,4860815.0,9177.0,156439.0,2368410.0,,149214.0,,83232.0,,2811.0,137654.0,,,124078.0,,62578.0,,6748.0,,1038302.0,278580.0,226763.0,5697.0,,414849.0,,27050.0
201611,France,9528.0,,53533.0,,,,,,,,,,,737639.0,,,,,,,,,,,,,,,,,,,907712.0,,95036.0,,,,,
201611,Hungary,758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611,Italy,143292.0,254730.0,13391.0,,,,,,,,,,,,,2231.0,,,40213.0,5466.0,,,2701.0,296238.0,,,93424.0,,9832.0,,,,67267.0,189062.0,,,,234236.0,,
201611,Lithuania,1897.0,,,,,,,,,,,,,,,,,,,,25536.0,,,,,,,,,,,,,,,,,,,
201611,Netherlands,720.0,70854.0,2872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4071.0,13043.0,14660.0,,,,,
201611,Poland,1287.0,,,,,,,,,,,,,1135947.0,,,,,1863.0,,3979.0,,,,,,,,65275.0,,,,,,,,,,,
201611,World,157482.0,406384.0,82177.0,,60570.0,,,,,3211.0,,4585.0,,2580382.0,,17346.0,4690276.0,,42076.0,5466.0,42591.0,,2701.0,301310.0,,2099.0,123267.0,,81805.0,,,,1217631.0,255151.0,129754.0,,,341102.0,,
201612,France,9058.0,,10398.0,,,,,,,,,,,575042.0,,,,,,,,,,,,,,,,,,,187761.0,,33723.0,,,,,
201612,Hungary,1081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612,Italy,16278.0,181631.0,11056.0,,,,,,,,,,,,,,,,37329.0,,,,3073.0,,,,8520.0,,38353.0,,,,,,6088.0,,,17878.0,,
201612,Lithuania,1818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612,Netherlands,851.0,,1936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7383.0,34555.0,,,,,
201612,Poland,668.0,,,,,,,,,,,,,468733.0,,,,,,,,,,,,,,,55693.0,,,,,,,,,,,
201612,World,29754.0,296113.0,23441.0,,36735.0,,,,,12530.0,19066.0,5136.0,,2132409.0,,22714.0,1212039.0,,39688.0,9637.0,6769.0,,3073.0,,,17683.0,26214.0,,212388.0,,3196.0,2034.0,335859.0,17263.0,78027.0,,,49653.0,,
201401,Spain,,6110.0,,,,,,,,,,,,,,,,,,,,,,,,,16857.0,,,,,,,,,,,,,
201401,Turkey,,3061.0,,,,,,,,,,,,,,,193481.0,,,,,,,,,,,,,,,,13052.0,12325.0,,,,,,
201403,Italy,,15936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8112.0,,,7779.0,,
201404,Spain,,6542.0,,,,,,,,,,,,,,,,,,,,,,,,,5763.0,,,,,,,,,,,,,
201405,Italy,,91266.0,,,,,,,,,,,,,,,,,,,,,,75859.0,,,,,,,,,,,,,,5253.0,,
201406,Spain,,363742.0,,,,,,,,,,,,,,,,,,,,,,,,,2179.0,,,,,,,,,,,,,
201407,Italy,,10967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2678.0,,
201407,Spain,,237079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201408,Belgium,,21274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201408,Czechia,,2173.0,9841.0,,,,,,,,,,,283313.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201409,Belgium,,17923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201409,Spain,,127800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2756.0,,,,,
201410,China,,5504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,Spain,,75088.0,,,,,,,,,,,,177892.0,,,,,,,,,,,,,4278.0,,,,,,,,3257.0,,,,,
201411,Spain,,141022.0,,,,,,,,,,,,,,,,,,,,,,,,,30319.0,,,,,,,,,,,,,
201412,Italy,,125236.0,29964.0,,,,,,,,,,,,,,,3241.0,,,,,3206.0,54873.0,,,,,,,,,18139.0,,,,,112411.0,,
201412,Spain,,180252.0,,,,,,,,,,,,40167.0,,,,,,,,,,,,,16988.0,,,,,,,,2108.0,,,,,
201501,Spain,,128031.0,,,,,,,,,,,,,,,,,,,,,,,,,40356.0,,,,,,,,3933.0,,,,,
201502,Italy,,7560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13206.0,,
201502,Spain,,291560.0,,,,,,,,,,,,,,,,,,,,,,,,47507.0,8792.0,,,,,,,,,,,,,
201503,Spain,,247072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503,USA,,5582.0,,,,,,,,,,,,,,,9199009.0,,62306.0,,,,,,,,,,,,,,,,,,,,,
201504,Italy,,233061.0,,,,,,,,,,,,,,,,,,,,,,73168.0,,,,,,,,,,,,,,,,
201504,USA,,29103.0,,,,,,,,,,,,104224.0,,,5960368.0,,,,,,,,,,,,,,,,,,,,,,,
201505,Italy,,46725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10484.0,,,,,
201505,Spain,,25088.0,,,,,,,,,,,,,,,,,,,,,,,,,102026.0,,,,,,,,2234.0,,,,,
201506,Spain,,2564.0,,,,,,,,,,,,,,,,,,,,,,,,,51397.0,,,,,,,,,,,,,
201507,Spain,,188339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507,USA,,11876.0,,,,,,,,,,,,196463.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201508,Belgium,,12130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201508,Italy,,21420.0,,,,,,,,,,,,,,,,,,,,,,,,,7407.0,,,,,,,,,,,,,
201509,Belgium,,19994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509,Germany,,76386.0,,,,,,,,,,,,,,3007.0,,,,,,,,,,,,,,,,,,,,,,,,
201509,Spain,,327378.0,,,,,,,,,,,,,,,,,,,,,,,,,5248.0,,,,,,,,,,,,,
201510,Germany,,5073.0,,,,,,,,,,,,,,2337.0,,,,,,,,,,,6968.0,,,,,,,147913.0,36724.0,,,88319.0,,
201510,Spain,,391886.0,,,,,,,,,,,,,,,,,,,,,,,,,7827.0,,,,,,,,,,,,,
201510,Turkey,,13831.0,,,,,,,,,,,,,,,48585.0,,,,,,,,,,,,,,,,,,,,,35453.0,,164992.0
201511,Spain,,55565.0,,,,,,,,,,,,,,,,,,,,,,,,,17528.0,,,,,,,,,,,,,
201511,USA,,637643.0,,,5146.0,,,,,,,,5212.0,434295.0,,,1935369.0,,,,,,,,,,,,,,,,58492.0,,,,,,,
201512,Italy,,220729.0,3462.0,,,,,,,,,,,,,,,,,10905.0,,,,,,,10050.0,,,,,,8636.0,,,,,20721.0,,
201512,Spain,,225111.0,,,,,,,,,,,,,,,,,,,,,,,,,20967.0,,,,,,,,,,,,,
201601,China,,4622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,Greece,,6027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,Italy,,290632.0,,,,,,,,,,,,,,5930.0,,,,,,,,,,,10751.0,,,,,,,,,6376.0,,3303.0,,
201601,Spain,,221366.0,,,,,,,,,,,,,,,,,,,,,,,,,4671.0,,,,,,,,,,,,,
201602,Germany,,23099.0,43618.0,,,,,,,,,,,,,29086.0,,,,,,,,,,,,,,,,,,,,,,,,
201602,Spain,,390143.0,,,,,,,,,,,,,,,,,,,,,,,,,3369.0,,,,,,,,,,,,,
201603,Netherlands,,65934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629.0,36118.0,2592.0,,,,
201604,Italy,,11375.0,2589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3754.0,,
201604,Netherlands,,21335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2464.0,34884.0,,,,,
201604,Spain,,150928.0,,,,,,,,,,,,,,,,,,,,,,,,,3513.0,,,,,,,,,,,,,
201604,Turkey,,8129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201605,Spain,,232570.0,,,,,,,,,,,,83475.0,,,,,,,,,,,,,2227.0,,,,,,,,,,,,,
201605,Turkey,,3097.0,,,,,,,,,,,,,,,5509.0,,,,,,,,,,,,,,,,,,,,,,,
201606,Georgia,,16978.0,,,,,,,,,,,,50423.0,,,,,14937.0,,,,,,,,,,,,,,,,,,,,,
201606,Spain,,5991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201607,Spain,,37115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201608,Belgium,,13645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201608,Spain,,159827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Belgium,,5170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Czechia,,5841.0,115363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Portugal,,18567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Slovakia,,139169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Spain,,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Turkey,,2285.0,,,,,,,,,,,,,,,79623.0,,,,,,,,,,,,,,,,,,,,,,,
201610,Spain,,313229.0,,,,,,,,,,,,,,,,,,,,,,,,,12602.0,,,,,,,,,,,,,
201611,China,,7613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611,Spain,,51985.0,,,,,,,,,,,,70561.0,,,,,,,,,,,,,19384.0,,,,,,,,,,,,,
201611,Turkey,,20993.0,,,,,,,,,,,,,,2515.0,,,,,,,,3388.0,,,,,,,,,,,,,,17191.0,,
201612,Belgium,,7625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612,Spain,,89985.0,,,,,,,,,,,,,,,,,,,,,,,,,17694.0,,,,,,,,,,,,,
201612,Turkey,,16245.0,,,,,,,,12530.0,,,,,,,11289.0,,,,,,,,,,,,,,,,,,,,,31466.0,,
201403,France,,,10615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68669.0,,,,,,,
201405,France,,,12056.0,,,,,,,,,,,61207.0,,,,,,,,,,,,,,,,,,,58823.0,,,,,,,
201409,Czechia,,,3548.0,,,,,,,,,2180.0,,129325.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201409,United Kingdom,,,1871.0,,,,,,,,,,8444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,Czechia,,,157728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509,Czechia,,,65997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510,Netherlands,,,9559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5236.0,5287.0,40120.0,,,,,
201511,Germany,,,54701.0,,,,,,,,,,,27377.0,,3585.0,,,,,,,,,,,4438.0,,,,,,,30084.0,20070.0,,,41664.0,,
201601,Germany,,,29709.0,,,,,,,,,,,,,24229.0,,,,,,,,,,,8561.0,,80103.0,,,,4203.0,,,,,,,
201605,Germany,,,40134.0,,,,,,,,,,,,,13336.0,,,,,,,,,,,,,,,,,,,,,,,,
201606,Netherlands,,,10107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3127.0,27301.0,,,,,
201608,Czechia,,,11303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Netherlands,,,2507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3282.0,39986.0,,,,,
201610,France,,,23016.0,,,,,,,,,,,1341091.0,,,,,,,,,,28447.0,,,,,,,,,1032560.0,,147081.0,,,,,
201611,Luxembourg,,,12381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201403,Turkey,,,,,12655.0,,,,,,,,,,,,15626.0,,,,,,,,,,,,,,,,,,,,,6279.0,,
201406,Turkey,,,,,11545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20184.0,,,,6905.0,,
201410,Turkey,,,,,16400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38912.0,,
201410,USA,,,,,58539.0,,,,,,,,1957.0,306721.0,,,7133435.0,,,,,,,,,,3689.0,,,,15208.0,,,,,2050.0,,,,
201411,USA,,,,,11849.0,,,,,,,,,1093175.0,,,9289966.0,,,,,,,,,9360.0,,,,,,,63769.0,,,,,,,
201412,Greece,,,,,29500.0,,,,,,13811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201412,USA,,,,,9870.0,,,,,,,,,860643.0,,,9165011.0,,,,,,,,,37798.0,,,,,,63225.0,172720.0,,,,,,,
201510,Georgia,,,,,104957.0,,,,,,,,,287086.0,,,,,37683.0,,,,,,,181710.0,,,,,,,70017.0,,,,,,,
201510,USA,,,,,26465.0,,,,,,,,5455.0,,,,1883610.0,,,,,,,,,,,,,,,,,,,,,300738.0,,
201512,USA,,,,,10515.0,,,,,,,,,103980.0,,,34577.0,,39521.0,,,,,,,,,,,,,,95283.0,,,,,,,
201609,Chile,,,,,16828.0,,,,,,,,,,18249.0,,,,,,,,,,,,,,,,,,,,,,,,,
201610,Slovakia,,,,,5673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611,Chile,,,,,9721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611,Greece,,,,,50816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612,Chile,,,,,3166.0,,,,,,,,,,,,,,,,,,,,,,,,,,3196.0,,,,,,,,,
201612,Greece,,,,,11869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612,Slovakia,,,,,21668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201408,USA,,,,,,2297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201409,Azerbaijan,,,,,,,662970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,Azerbaijan,,,,,,,335160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201603,"Areas, nes",,,,,,,,64800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201408,Bulgaria,,,,,,,,,,8655.0,,,,,,,,,,,,,,,,,,,4442.0,,,,,,,,,,,
201411,Bulgaria,,,,,,,,,,79225.0,,,,,,,,,,,,,,,,,,,8979.0,,,,,,,,,,,
201411,Turkey,,,,,,,,,,21961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510,Bulgaria,,,,,,,,,,4258.0,,,,,,,,,,,,,,,,,,,2494.0,,,,,,,,,,,
201511,Bulgaria,,,,,,,,,,6034.0,,,,,,,,,,,,,,,,,,,3278.0,,,,,,,,,,,
201602,Azerbaijan,,,,,,,,,,3153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611,Georgia,,,,,,,,,,3211.0,,,,74982.0,,,,,,,11852.0,,,,,,,,,,,,91411.0,,,,,,,
201401,Greece,,,,,,,,,,,7894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201402,Greece,,,,,,,,,,,7921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201405,Slovakia,,,,,,,,,,,3538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,Greece,,,,,,,,,,,18997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,Greece,,,,,,,,,,,22624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612,Romania,,,,,,,,,,,19066.0,,,83162.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201407,Netherlands,,,,,,,,,,,,2799.0,,,,,,,,,,,,,,,,,,,,,,,108390.0,,,,,
201501,Czechia,,,,,,,,,,,,2577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201504,Netherlands,,,,,,,,,,,,3006.0,,,,,,,,,39091.0,,,,,,,,,,,,,5894.0,52347.0,,,,,
201512,Czechia,,,,,,,,,,,,4660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201605,Czechia,,,,,,,,,,,,2194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611,Czechia,,,,,,,,,,,,4262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612,Czechia,,,,,,,,,,,,4443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201401,United Kingdom,,,,,,,,,,,,,2423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201402,United Kingdom,,,,,,,,,,,,,2140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201403,United Kingdom,,,,,,,,,,,,,1891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201404,United Kingdom,,,,,,,,,,,,,2680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201405,United Kingdom,,,,,,,,,,,,,2642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201406,United Kingdom,,,,,,,,,,,,,2403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201407,United Kingdom,,,,,,,,,,,,,2642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201408,United Kingdom,,,,,,,,,,,,,3481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201409,USA,,,,,,,,,,,,,5258.0,,,,530311.0,,,,,,,,,,,,,,,,,,,,,,,
201410,United Kingdom,,,,,,,,,,,,,6328.0,,,,,,,,,,,,,,,,,,,,25701.0,,,,,,,
201411,United Kingdom,,,,,,,,,,,,,2043.0,7725.0,,,,,,,,,,,,,,,,,,,44750.0,,,,,,,
201502,United Kingdom,,,,,,,,,,,,,2172.0,,,,,,,,,,,,,,,,,,,,,,,,,15088.0,,
201503,United Kingdom,,,,,,,,,,,,,2306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201509,United Kingdom,,,,,,,,,,,,,5985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510,United Kingdom,,,,,,,,,,,,,6330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602,United Kingdom,,,,,,,,,,,,,4560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201605,United Kingdom,,,,,,,,,,,,,1932.0,51556.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201607,"Areas, nes",,,,,,,,,,,,,2681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,United Kingdom,,,,,,,,,,,,,3499.0,31741.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,USA,,,,,,,,,,,,,4006.0,,,,2337789.0,,,,,,,,,,,,,,,,,,,,,,,
201402,France,,,,,,,,,,,,,,4895.0,,,,,,,,,,,,,,,,,,,73573.0,,,,,,,
201402,USA,,,,,,,,,,,,,,51395.0,,,1077806.0,,,,,,,,,,,,,,,,47146.0,,,,,,,
201404,Chile,,,,,,,,,,,,,,4609913.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201405,Chile,,,,,,,,,,,,,,6321004.0,,,,,,,,,,,,,,,,,,,,,,,,,,709978.0
201405,Rep. of Moldova,,,,,,,,,,,,,,34426.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201405,Spain,,,,,,,,,,,,,,127017.0,,,,,,,,,,,,,,,,,,,,,2434.0,,,,,
201406,Chile,,,,,,,,,,,,,,9068724.0,,,,,,,,,,,,,,,,,,,,,,,,,,2416434.0
201406,USA,,,,,,,,,,,,,,132319.0,,,8767.0,,,,,,,,,,,,,,,,,,,,,,,
201407,Chile,,,,,,,,,,,,,,6591887.0,,,213372.0,,,,,,,,,,,,,,,,,,,,,,,
201407,Croatia,,,,,,,,,,,,,,31004.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201407,Czechia,,,,,,,,,,,,,,209444.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201407,Germany,,,,,,,,,,,,,,5759.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201407,Malta,,,,,,,,,,,,,,356536.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201407,USA,,,,,,,,,,,,,,77402.0,,,1307989.0,,,,,,,,,,,,,,,,177835.0,,,,,,,
201408,Chile,,,,,,,,,,,,,,3229089.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201408,Malta,,,,,,,,,,,,,,113106.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201408,Spain,,,,,,,,,,,,,,37644.0,,,,,,,,,,,,,,,,,,,,,7138.0,,,,,
201409,Chile,,,,,,,,,,,,,,142581.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201409,Croatia,,,,,,,,,,,,,,275092.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201409,Malta,,,,,,,,,,,,,,416088.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,Chile,,,,,,,,,,,,,,45943.0,,,,,,,,,,,,,,,,,,,,,,,,,,4640.0
201410,Croatia,,,,,,,,,,,,,,47014.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,Romania,,,,,,,,,,,,,,2408.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,Argentina,,,,,,,,,,,,,,121982.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,Croatia,,,,,,,,,,,,,,71174.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,Germany,,,,,,,,,,,,,,78757.0,,5949.0,,,,,,,,48529.0,,,9524.0,,,,,,,,21012.0,,,,,
201411,Romania,,,,,,,,,,,,,,389665.0,,,,,,,,,,,,,,,,,,,,,,,,,,
