period,partner,United Kingdom,France,Belgium,China,Czechia,Chile,Georgia,Azerbaijan,Germany,Greece,Bulgaria,Hungary,Ireland,Italy,Argentina,Austria,Canada,Croatia,Lithuania,Estonia,Latvia,Luxembourg,Malta,Netherlands,New Zealand,Poland,Portugal,Rep. of Moldova,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Denmark,Finland,Morocco,Norway,Turkey,USA
201412,Germany,,,,,,,,,,,,,,90201.0,,2577.0,,,67122.0,,,,,,,,2354.0,,62524.0,,,,,,5313.0,,,,,
201501,Germany,,,,,,,,,,,,,,159208.0,,,,,,,,,,,,,19770.0,,,,,,,,,,,,,
201501,USA,,,,,,,,,,,,,,128176.0,,,5464945.0,,116670.0,,,,,,,,,,,,,,98569.0,,,,,,,
201502,USA,,,,,,,,,,,,,,95419.0,,,1280330.0,,,,,,,,,,,,,,,,,,,,,,,
201504,Austria,,,,,,,,,,,,,,226567.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201504,Belgium,,,,,,,,,,,,,,20489.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201504,Chile,,,,,,,,,,,,,,5508116.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201504,Germany,,,,,,,,,,,,,,57452.0,,2328.0,,,,,,,,,,,,,10266.0,,,,,,52903.0,,,,,
201505,Chile,,,,,,,,,,,,,,11101246.0,,,,,,,,,,,,,,,,,,,,,,,,,,760992.0
201505,Germany,,,,,,,,,,,,,,37807.0,,,,,,,,,,,,,,,24117.0,,,,,,11252.0,,,,,
201505,Poland,,,,,,,,,,,,,,46273.0,,,,,,,,,,,,,,,,,,,,,12916.0,,,,,
201505,Turkey,,,,,,,,,,,,,,19847.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201505,USA,,,,,,,,,,,,,,286484.0,,,1211423.0,,,,,,,,,,,,,,,,,,,,,,,
201506,Chile,,,,,,,,,,,,,,4486481.0,22243.0,,,,,,,,,,,,,,,,,,,,,,,,,3511739.0
201506,USA,,,,,,,,,,,,,,133407.0,,,435088.0,,,,,,,,,,,,,,,,,,,,,,,
201507,Chile,,,,,,,,,,,,,,492633.0,67402.0,,,,,,,,,123078.0,,,,,,,,,,,,,,,,1296535.0
201507,China,,,,,,,,,,,,,,2360.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201507,Sweden,,,,,,,,,,,,,,10760.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201507,United Kingdom,,,,,,,,,,,,,,120098.0,,,,,,,,,,,,,,,,,,,,,,,,3246.0,,
201509,Chile,,,,,,,,,,,,,,138727.0,,,,,,,,,,,,,,,,,43825.0,,,,,,,,,
201509,Romania,,,,,,,,,,,,,,634470.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201510,Croatia,,,,,,,,,,,,,,38368.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201511,Croatia,,,,,,,,,,,,,,30091.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201511,Georgia,,,,,,,,,,,,,,1018295.0,,,,,17524.0,29124.0,7565.0,,,,,34527.0,,,,,,,,,,,,,,50500.0
201511,Romania,,,,,,,,,,,,,,146328.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201512,Georgia,,,,,,,,,,,,,,215144.0,,,,,4278.0,,,,,,,,,,,,,,41768.0,,,,,,,
201512,Luxembourg,,,,,,,,,,,,,,5388.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,Austria,,,,,,,,,,,,,,2413.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201603,Austria,,,,,,,,,,,,,,4860.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201603,Luxembourg,,,,,,,,,,,,,,11268.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201603,Rep. of Moldova,,,,,,,,,,,,,,31079.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201603,USA,,,,,,,,,,,,,,207136.0,,,42266.0,,,,,,,,,,,,,,,,,,,,,,,
201604,Argentina,,,,,,,,,,,,,,435763.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,Austria,,,,,,,,,,,,,,2357.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,Rep. of Moldova,,,,,,,,,,,,,,54609.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201606,Chile,,,,,,,,,,,,,,49040.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201607,Austria,,,,,,,,,,,,,,2436.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201608,Austria,,,,,,,,,,,,,,3145.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201608,Georgia,,,,,,,,,,,,,,46741.0,,,,,,,,,,,,31762.0,,,,,,,,,,,,,,
201608,Romania,,,,,,,,,,,,,,2177.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Austria,,,,,,,,,,,,,,3766.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Croatia,,,,,,,,,,,,,,210749.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Georgia,,,,,,,,,,,,,,68208.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,Austria,,,,,,,,,,,,,,2147.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,Croatia,,,,,,,,,,,,,,54979.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,Georgia,,,,,,,,,,,,,,278229.0,,,,,,,19909.0,,,,,,,,,,,,,,,,,,,
201610,Romania,,,,,,,,,,,,,,1680962.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,Turkey,,,,,,,,,,,,,,9619.0,,,30621.0,,,,,,,,,,,,,,,,,,,,,31211.0,,
201611,Austria,,,,,,,,,,,,,,3268.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201611,Croatia,,,,,,,,,,,,,,41954.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201611,Germany,,,,,,,,,,,,,,53293.0,,12313.0,,,,,,,,,,,10459.0,,,,,,,17207.0,16101.0,,,79219.0,,
201611,Romania,,,,,,,,,,,,,,362815.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201611,Slovenia,,,,,,,,,,,,,,9827.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201611,USA,,,,,,,,,,,,,,88808.0,,,4690098.0,,,,,,,,,2099.0,,,,,,,147170.0,,,,,,,
201612,Austria,,,,,,,,,,,,,,7399.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201612,Canada,,,,,,,,,,,,,,3121.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201612,Germany,,,,,,,,,,,,,,259864.0,,21339.0,,,,,,,,,,,,,113896.0,,,,,,,,,,,
201612,USA,,,,,,,,,,,,,,735089.0,,,1200611.0,,,,,,,,,17683.0,,,,,,,148037.0,,,,,,,
201412,Turkey,,,,,,,,,,,,,,,28564.0,,2556775.0,,,,,,,,,,,,,,,,,59786.0,,,,6270.0,,
201610,Chile,,,,,,,,,,,,,,,9177.0,,,,,,,,,,,,,,,,6748.0,,,,,,,,,
201401,Serbia,,,,,,,,,,,,,,,,4464.0,,,,,,,,,,,,,,,,,,,,,,,,
201404,Germany,,,,,,,,,,,,,,,,2334.0,,,,,,,,,,,,,,,,,,,5457.0,,,,,
201410,Germany,,,,,,,,,,,,,,,,2002.0,,,,,,,,,,,,,,,,,51947.0,57428.0,43434.0,2375.0,,,,
201507,Germany,,,,,,,,,,,,,,,,18583.0,,,,,,,,,,,,,,,,,,,130343.0,,,,,
201604,Germany,,,,,,,,,,,,,,,,1984.0,,,,,,,,,,,,,1916.0,,,,,,16982.0,,,,,
201606,Germany,,,,,,,,,,,,,,,,12475.0,,,,,,,,,,,,,5266.0,,,,,,,,,,,
201607,Germany,,,,,,,,,,,,,,,,10062.0,,,,,,,,,,,,,,,,,,,25694.0,,,,,
201608,Germany,,,,,,,,,,,,,,,,3666.0,,,,,,,,,,,,,,,,,,,,,,,,
201609,Germany,,,,,,,,,,,,,,,,6024.0,,,,,,,,,,,,,,,,,,,,,,,,
201610,Germany,,,,,,,,,,,,,,,,154729.0,,,,,,,,,,,,,2440.0,,,,,176824.0,,5023.0,,38069.0,,
201401,USA,,,,,,,,,,,,,,,,,3482289.0,,,,,,,,,,,,,,,,,,,,,,,
201402,Canada,,,,,,,,,,,,,,,,,27074.0,,,,,,,,,,,,,,,,,,,,,,,
201402,Turkey,,,,,,,,,,,,,,,,,3259.0,,,,,,,,,,,,,,,,,,,,,12171.0,,
201403,USA,,,,,,,,,,,,,,,,,1506891.0,,,,,,,,,,,,,,,,47756.0,,,,,,,
201404,USA,,,,,,,,,,,,,,,,,214638.0,,,,,,,,,,,,,,,,,,,,,,,
201405,Turkey,,,,,,,,,,,,,,,,,4532.0,,,28911.0,,,,,,,,,,,,,,20529.0,,,,,,
201406,New Zealand,,,,,,,,,,,,,,,,,221797.0,,,,,,,,,,,,,,,,,,,,,,,
201508,Chile,,,,,,,,,,,,,,,,,383841.0,,,,,,,,,,,,,,,,,,,,,,,
201601,USA,,,,,,,,,,,,,,,,,14870.0,,9903.0,,,,,,,,,,,,,,,,,,,,,
201606,USA,,,,,,,,,,,,,,,,,12745.0,,,,,,,,,,,,,,,,,,,,,,,
201608,Turkey,,,,,,,,,,,,,,,,,20230.0,,,,,,,,,,,,,,,,,,,,,,,
201608,USA,,,,,,,,,,,,,,,,,22163.0,,,,,,,,,,,,,,,,,,,,,,,
201507,Italy,,,,,,,,,,,,,,,,,,4084.0,,,,,,,,,,,,,,,,,,,,,,
201508,Slovenia,,,,,,,,,,,,,,,,,,6280.0,,,,,,,,,,,,,,,,,,,,,,
201401,Georgia,,,,,,,,,,,,,,,,,,,9206.0,,,,,,,,,,,,,,,,,,,,,
201401,Netherlands,,,,,,,,,,,,,,,,,,,4897.0,,,,,,,,,,,,,,,3698.0,6932.0,,,,,
201402,Georgia,,,,,,,,,,,,,,,,,,,22095.0,,,,,,,,,,,,,,,,,2841.0,,,,
201408,Georgia,,,,,,,,,,,,,,,,,,,12716.0,,,,,,,,,,,,,,,,,,,,,
201409,Georgia,,,,,,,,,,,,,,,,,,,16655.0,5398.0,8935.0,,,,,,,,,,150679.0,,,,,,,,,
201409,Germany,,,,,,,,,,,,,,,,,,,9334.0,,,,,18513.0,,,,,,,,,38716.0,,16780.0,,,,,
201409,Latvia,,,,,,,,,,,,,,,,,,,58612.0,,,,,,,,,,,,,,,,,,,,,
201410,Georgia,,,,,,,,,,,,,,,,,,,70219.0,5376.0,,,,,,,13207.0,,,,,,,,,,,,,
201411,Estonia,,,,,,,,,,,,,,,,,,,18866.0,,,,,,,,,,,,,,,,,,,,,
201411,Georgia,,,,,,,,,,,,,,,,,,,96138.0,38911.0,66260.0,,,,,,14621.0,,,,,,,,,,,,,
201412,Estonia,,,,,,,,,,,,,,,,,,,10537.0,,,,,,,,,,,,,,,,,,,,,
201509,Georgia,,,,,,,,,,,,,,,,,,,3557.0,,,,,,,4500.0,,,,,,,,,,,,,,
201602,Georgia,,,,,,,,,,,,,,,,,,,29144.0,,,,,,,,,,,,,,,,,,,,,
201603,Estonia,,,,,,,,,,,,,,,,,,,5612.0,,,,,,,,,,,,,,,,,,,,,
201604,Georgia,,,,,,,,,,,,,,,,,,,5061.0,,,,,,,,,,,,,,,,,,,,,
201610,Latvia,,,,,,,,,,,,,,,,,,,4044.0,,,,,,,,,,,,,,,,,,,,,
201403,Georgia,,,,,,,,,,,,,,,,,,,,2602.0,,,,,,,,,,,,,,,,,,,,
201404,Latvia,,,,,,,,,,,,,,,,,,,,2717.0,,,,,,,,,,,,,,,,,,,,
201412,Georgia,,,,,,,,,,,,,,,,,,,,50308.0,,,,,,,,,,,,,,,,,,,,
201612,Georgia,,,,,,,,,,,,,,,,,,,,8707.0,5991.0,,,,,,,,,,,,,,,,,,,
201510,Lithuania,,,,,,,,,,,,,,,,,,,,,70888.0,,,,,,,,,,,,,4806.0,2008.0,,,,,
201402,Netherlands,,,,,,,,,,,,,,,,,,,,,,,6719.0,,,,,,,,,,149959.0,,69612.0,,,,,
201403,Netherlands,,,,,,,,,,,,,,,,,,,,,,,8003.0,,,,,,,,,,,3430.0,8744.0,,,,,
201505,Georgia,,,,,,,,,,,,,,,,,,,,,,,,331088.0,,,,,,,,,,,,,,,,
201506,Germany,,,,,,,,,,,,,,,,,,,,,,,,40423.0,,,,,17122.0,,,,,,,,,,,
201403,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,1892.0,,,,,,,,,2006.0,,,,,
201407,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,20259.0,,,,,,,,,,,,,,
201409,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,117855.0,,,,,,,,,,,,,,
201412,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,33872.0,,,,,,,,,,,,,,
201506,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,12346.0,,,,,,,,,,,,,,
201507,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,22999.0,,,,,,,,,,,,,,
201510,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,37731.0,,,12606.0,,108635.0,,,,,,,,,
201511,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,43217.0,,,,,31659.0,,,,,,,,,
201504,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,2955.0,,,,,,,,,,,,,
201508,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,82834.0,,,,,,,,,,,,,
201501,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,39950.0,,,,,,,,,,,,
201503,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,4799.0,,,,,,,,,,,,
201406,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3192.0,,,,,,,,,,,
201407,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12657.0,,,,,,,,,,,
201409,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3147.0,,,,,,,,,,,
201411,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25098.0,,8273.0,,,,,,,,,
201412,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5673.0,,,,,,,,,,,
201501,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3834.0,,,,,,,,,,,
201502,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133.0,,,,,,,,,,,
201504,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2745.0,,,,,,,,,,,
201506,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.0,,,,,,,,,,,
201507,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2716.0,,,,,,,,,,,
201507,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13338.0,,,,,5506.0,87225.0,,,,,
201508,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4656.0,,,,,,,,,,,
201510,Rep. of Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4988.0,,,,,,,,,,,
201512,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2719.0,,,,,,,,,,,
201603,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153.0,,,,,,,,,,,
201604,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905.0,,,,,,,,,,,
201608,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2242.0,,,,,,,,,,,
201610,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3983.0,,,,,,,,,,,
201611,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5206.0,,,,,,,,,,,
201612,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3863.0,,,,,,,,,,,
201508,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63091.0,,,,,,,,,
201509,"Other Europe, nes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28886.0,,,,,,,,,
201509,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47286.0,,,,,,,,,
201510,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82844.0,,,,,,,,,
201510,"Other Europe, nes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3188.0,,,,,,,,,
201601,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4209.0,,,,,,,,,
201405,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8123.0,,5937.0,,,,,
201405,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92119.0,,,,,,,
201409,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45824.0,,,,,,,
201412,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33664.0,,,,,6491.0,,
201502,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4517.0,,,,,,,
201502,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173803.0,,,2620.0,,,,
201604,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112903.0,,,,,,,
201607,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58486.0,,,,,,,
201405,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3802.0,,,,,,
201406,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4336.0,10880.0,,,,,
201408,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30870.0,,,,,,
201409,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23013.0,,,,4986.0,,
201412,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11144.0,,,,,,
201501,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7896.0,,,,,,
201501,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34544.0,,,,4872.0,,
201502,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5142.0,,,,,,
201502,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6817.0,52802.0,,,,,
201503,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7501.0,,,,41531.0,,
201503,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3164.0,57166.0,,,,,
201504,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12366.0,,,,,,
201504,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41951.0,,,,,,
201505,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15457.0,,,,,,
201505,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8388.0,52968.0,,,,,
201506,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10278.0,,,,,,
201506,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4232.0,6514.0,,,,,
201507,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14995.0,,,,,,
201508,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8544.0,,,,,,
201508,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3511.0,,,,,,
201508,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16151.0,,,,,,
201509,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15650.0,,,,,,
201601,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4680.0,5944.0,,,,,
201602,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3183.0,64298.0,,,,,
201603,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14462.0,,,,,,
201605,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13871.0,,,,,,
201605,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3772.0,37460.0,,,,,
201608,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17718.0,,,,,,
201609,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17582.0,,,,,,
201610,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14877.0,,,,,,
201610,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3975.0,59456.0,,,,,
201611,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35840.0,,,,,,
201612,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9012.0,,,,,,
201401,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3215.0,,,,,
201402,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956.0,,,,,
201404,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17769.0,,,,,
201404,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2446.0,,,,,
201406,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24992.0,,,,,
201408,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7348.0,,,,,
201410,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120703.0,,,,,
201501,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2389.0,,,,,
201502,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9969.0,,,,,
201503,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204.0,,,,,
201504,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2597.0,,,,,
201505,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430.0,,,,,
201506,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2290.0,,,,,
201506,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12961.0,,,,,
201507,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2507.0,,,,,
201508,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529.0,,,,,
201509,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2351.0,,,,,
201510,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2839.0,,,,,
201511,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2552.0,,,,,
201512,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2173.0,,,,,
201604,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2638.0,,,,,
201605,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2044.0,,,,,
201607,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0,,,,,
201607,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45561.0,,,,,
201608,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2249.0,,,,,
201609,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922.0,,,,,
201610,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2303.0,,,,,
201610,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15526.0,,,,,
201611,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2046.0,,,,,
201406,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11783.0,,,,
201412,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001.0,,,,
201511,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9455.0,,,,
201512,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787.0,,,,
201602,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5661.0,,,,
201604,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3386.0,,,,
201605,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7928.0,,,,
201606,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6478.0,,,,
201608,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2075.0,,,,
201609,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7931.0,,,,
201401,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362.0,,
201403,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16850.0,,
201407,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6897.0,,
201506,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8438.0,,
201509,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289759.0,,
201611,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9283.0,,
201401,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72660.0
201408,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91689.0
201409,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79133.0
201410,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299397.0
201501,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148074.0
201504,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83987.0
201510,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29040.0
201512,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72322.0
201607,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80826.0
201610,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27050.0
